date,price
2021-04-11,429.0
2021-04-12,429.0
2021-04-13,429.0
2021-04-14,429.0
2021-04-15,429.0
2021-04-16,429.0
2021-04-17,429.0
2021-04-18,429.0
2021-04-19,429.0
2021-04-20,429.0
2021-04-21,429.0
2021-04-22,429.0
2021-04-23,429.0
2021-04-24,429.0
2021-04-25,429.0
2021-04-26,429.0
2021-04-27,429.0
2021-04-28,429.0
2021-04-29,429.0
2021-04-30,429.0
2021-05-01,429.0
2021-05-02,429.0
2021-05-03,429.0
2021-05-04,429.0
2021-05-05,429.0
2021-05-06,429.0
2021-05-07,429.0
2021-05-08,429.0
2021-05-09,429.0
2021-05-10,414.0
2021-05-11,469.0
2021-05-12,469.0
2021-05-14,439.0
2021-05-15,439.0
2021-05-16,439.0
2021-05-17,439.0
2021-05-18,439.0
2021-05-19,439.0
2021-05-20,453.0
2021-05-21,459.0
2021-05-22,459.0
2021-05-23,459.0
2021-05-24,459.0
2021-05-25,459.0
2021-05-26,459.0
2021-05-27,459.0
2021-05-28,459.0
2021-05-29,459.0
2021-05-30,459.0
2021-05-31,459.0
2021-06-01,459.0
2021-06-02,459.0
2021-06-03,459.0
2021-06-04,459.0
2021-06-05,459.0
2021-06-06,459.0
2021-06-07,459.0
2021-06-08,459.0
2021-06-09,459.0
2021-06-10,459.0
2021-06-11,459.0
2021-06-12,459.0
2021-06-13,459.0
2021-06-14,459.0
2021-06-15,459.0
2021-06-16,459.0
2021-06-17,459.0
2021-06-18,459.0
2021-06-19,459.0
2021-06-20,453.0
2021-06-21,453.0
2021-06-22,453.0
2021-06-23,439.0
2021-06-24,439.0
2021-06-25,439.0
2021-06-26,439.0
2021-06-27,439.0
2021-06-28,439.0
2021-06-29,439.0
2021-06-30,439.0
2021-07-01,439.0
2021-07-02,439.0
2021-07-03,439.0
2021-07-04,439.0
2021-07-05,439.0
2021-07-06,551.9
2021-07-06,439.0
2021-07-07,439.0
2021-07-08,439.0
2021-07-09,439.0
2021-07-10,439.0
2021-07-11,439.0
2021-07-12,453.0
2021-07-13,453.0
2021-07-14,453.0
2021-07-15,453.0
2021-07-16,453.0
2021-07-17,453.0
2021-07-18,453.0
2021-07-19,453.0
2021-07-20,453.0
2021-07-21,453.0
2021-07-22,453.0
2021-07-23,554.0
2021-07-24,553.0
2021-07-25,453.0
2021-07-26,453.0
2021-07-27,453.0
2021-07-28,453.0
2021-07-29,453.0
2021-07-30,453.0
2021-07-31,453.0
2021-08-01,550.0
2021-08-02,453.0
2021-08-03,453.0
2021-08-04,453.0
2021-08-05,453.0
2021-08-06,453.0
2021-08-07,453.0
2021-08-08,453.0
2021-08-09,453.0
2021-08-10,453.0
2021-08-11,453.0
2021-08-12,453.0
2021-08-13,453.0
2021-08-14,453.0
2021-08-15,453.0
2021-08-16,453.0
2021-08-17,439.0
2021-08-18,439.0
2021-08-19,439.0
2021-08-20,548.0
2021-08-21,548.0
2021-08-22,453.0
2021-08-23,453.0
2021-08-24,453.0
2021-08-25,453.0
2021-08-26,453.0
2021-08-27,453.0
2021-08-28,453.0
2021-08-29,453.0
2021-08-30,453.0
2021-08-31,453.0
2021-09-01,453.0
2021-09-02,439.0
2021-09-03,439.0
2021-09-04,439.0
2021-09-05,439.0
2021-09-06,439.0
2021-09-07,439.0
2021-09-08,439.0
2021-09-09,439.0
2021-09-10,439.0
2021-09-11,439.0
2021-09-12,439.0
2021-09-13,439.0
2021-09-14,439.0
2021-09-15,439.0
2021-09-16,439.0
2021-09-17,439.0
2021-09-18,439.0
2021-09-19,439.0
2021-09-20,439.0
2021-09-21,439.0
2021-09-22,439.0
2021-09-23,439.0
2021-09-24,439.0
2021-09-25,439.0
2021-09-27,439.0
2021-09-28,438.0
2021-09-29,438.0
2021-09-30,438.0
2021-10-01,438.0
2021-10-02,438.0
2021-10-03,438.0
2021-10-04,438.0
2021-10-05,438.0
2021-10-06,438.0
2021-10-07,438.0
2021-10-08,438.0
2021-10-09,438.0
2021-10-10,438.0
2021-10-11,438.0
2021-10-12,438.0
2021-10-13,438.0
2021-10-14,438.0
2021-10-15,438.0
2021-10-16,438.0
2021-10-17,438.0
2021-10-18,438.0
2021-10-19,419.0
2021-10-20,419.0
2021-10-21,419.0
2021-10-22,419.0
2021-10-23,419.0
2021-10-24,419.0
2021-10-25,419.0
2021-10-26,419.0
2021-10-27,419.0
2021-10-28,438.0
2021-10-29,438.0
2021-10-30,439.0
2021-10-31,439.0
2021-11-01,439.0
2021-11-02,439.0
2021-11-03,439.0
2021-11-04,439.0
2021-11-05,439.0
2021-11-06,439.0
2021-11-07,439.0
2021-11-08,439.0
