date,price
2019-09-06,199.0
2019-09-07,199.0
2019-09-08,199.0
2019-09-09,199.0
2019-09-10,199.0
2019-09-11,199.0
2019-09-12,199.0
2019-09-13,199.0
2019-09-14,199.0
2019-09-15,199.0
2019-09-16,199.0
2019-09-17,199.0
2019-09-18,199.0
2019-09-19,199.0
2019-09-20,199.0
2019-09-21,199.0
2019-09-22,199.0
2019-09-23,199.0
2019-09-24,199.0
2019-09-25,199.0
2019-09-26,199.0
2019-09-30,199.0
2019-10-01,199.0
2019-10-02,199.0
2019-10-03,199.0
2019-10-04,199.0
2019-10-05,199.0
2019-10-06,199.0
2019-10-08,199.0
2019-10-09,199.0
2019-10-10,199.0
2019-10-11,199.0
2019-10-12,199.0
2019-10-13,199.0
2019-10-14,199.0
2019-10-15,199.0
2019-10-16,199.0
2019-10-17,199.0
2019-10-18,199.0
2019-10-19,199.0
2019-10-20,199.0
2019-10-21,199.0
2019-10-22,199.0
2019-10-23,199.0
2019-10-24,199.0
2019-10-25,199.0
2019-10-26,199.0
2019-10-27,199.0
2019-10-28,199.0
2019-10-29,199.0
2019-10-30,199.0
2019-10-31,199.0
2019-11-01,199.0
2019-11-02,199.0
2019-11-03,199.0
2019-11-04,199.0
2019-11-05,199.0
2019-11-06,199.0
2019-11-07,199.0
2019-11-08,199.0
2019-11-09,199.0
2019-11-10,199.0
2019-11-11,199.0
2019-11-12,199.0
2019-11-13,199.0
2019-11-14,199.0
2019-11-15,199.0
2019-11-16,199.0
2019-11-17,199.0
2019-11-18,199.0
2019-11-19,199.0
2019-11-20,199.0
2019-11-21,199.0
2019-11-22,199.0
2019-11-23,199.0
2019-11-25,199.0
2019-11-26,199.0
2019-11-27,199.0
2019-11-28,199.0
2019-11-29,199.0
2019-11-30,199.0
2019-12-01,199.0
2019-12-02,199.0
2019-12-03,199.0
2019-12-04,199.0
2019-12-05,199.0
2019-12-06,199.0
2019-12-07,199.0
2019-12-08,199.0
2019-12-09,199.0
2019-12-10,199.0
2019-12-11,199.0
2019-12-12,199.0
2019-12-13,199.0
2019-12-14,199.0
2019-12-15,199.0
2019-12-16,199.0
2019-12-17,199.0
2019-12-18,199.0
2019-12-19,199.0
2019-12-20,199.0
2019-12-21,199.0
2019-12-22,199.0
2019-12-23,199.0
2019-12-24,199.0
2019-12-25,199.0
2019-12-26,199.0
2019-12-27,199.0
2019-12-28,199.0
2019-12-29,199.0
2019-12-30,199.0
2019-12-31,199.0
2020-01-01,199.0
2020-01-02,199.0
2020-01-03,199.0
2020-01-04,199.0
2020-01-05,199.0
2020-01-06,199.0
2020-01-07,199.0
2020-01-08,199.0
2020-01-09,228.0
2020-01-10,228.0
2020-01-11,235.0
2020-01-12,235.0
2020-01-13,235.0
2020-01-14,235.0
2020-01-15,235.0
2020-01-16,235.0
2020-01-17,199.0
2020-01-18,199.0
2020-01-19,270.0
2020-01-20,271.0
2020-01-21,271.0
2020-01-22,271.0
2020-01-23,270.0
2020-01-24,272.0
2020-01-25,270.0
2020-01-26,270.0
2020-01-27,272.0
2020-01-28,272.0
2020-01-29,272.0
2020-01-30,270.0
2020-01-31,270.0
2020-02-01,270.0
2020-02-02,270.0
2020-02-03,270.0
2020-02-04,270.0
2020-02-05,270.0
2020-02-06,270.0
2020-02-07,270.0
2020-02-08,270.0
2020-02-09,270.0
2020-02-10,270.0
2020-02-11,270.0
2020-02-12,270.0
2020-02-13,270.0
2020-02-14,270.0
2020-02-15,270.0
2020-02-16,270.0
2020-02-17,270.0
2020-02-18,270.0
2020-02-19,269.0
2020-02-21,269.0
2020-02-22,269.0
2020-02-23,269.0
2020-02-24,205.0
2020-02-25,205.0
2020-02-26,205.0
2020-02-27,205.0
2020-02-28,205.0
2020-02-29,205.0
2020-03-01,199.0
2020-03-02,199.0
2020-03-03,199.0
2020-03-04,199.0
2020-03-05,199.0
2020-03-06,199.0
2020-03-07,199.0
2020-03-08,199.0
2020-03-09,179.0
2020-03-10,179.0
2020-03-12,179.0
2020-03-13,179.0
2020-03-14,179.0
2020-03-15,179.0
