date,price
2020-11-22,101.0
2020-11-23,101.0
2020-11-24,101.0
2020-11-25,101.0
2020-11-26,101.0
2020-11-27,101.0
2020-11-28,101.0
2020-11-29,101.0
2020-11-30,101.0
2020-12-01,101.0
2020-12-02,101.0
2020-12-03,101.0
2020-12-04,101.0
2020-12-05,101.0
2020-12-06,95.0
2020-12-07,95.7
2020-12-08,96.4
2020-12-09,97.4
2020-12-10,94.6
2020-12-11,94.6
2020-12-12,94.6
2020-12-12,94.5
2020-12-13,94.5
2020-12-14,94.7
2020-12-14,94.9
2020-12-15,94.9
2020-12-15,95.5
2020-12-16,95.5
2020-12-16,96.0
2020-12-17,96.0
2020-12-17,96.7
2020-12-18,96.7
2020-12-19,97.5
2020-12-20,94.7
2020-12-21,94.7
2020-12-21,94.9
2020-12-22,94.9
2020-12-22,95.2
2020-12-23,95.2
2020-12-23,95.7
2020-12-24,95.7
2020-12-24,96.2
2020-12-25,96.2
2020-12-26,96.3
2020-12-27,96.7
2020-12-28,97.0
2020-12-29,97.4
2020-12-30,98.7
2020-12-31,101.0
2021-01-01,101.0
2021-01-02,101.0
2021-01-03,101.0
2021-01-04,101.0
2021-01-05,101.0
2021-01-06,101.0
2021-01-07,101.0
2021-01-08,101.0
2021-01-09,101.0
2021-01-10,86.1
2021-01-11,86.3
2021-01-12,86.6
2021-01-13,86.8
2021-01-14,87.3
2021-01-15,88.0
2021-01-16,88.8
2021-01-17,88.6
2021-01-18,88.2
2021-01-19,87.6
2021-01-20,86.9
2021-01-21,86.9
2021-01-22,85.9
2021-01-23,85.9
2021-01-24,85.9
2021-01-25,85.9
2021-01-26,85.9
2021-01-27,84.9
2021-01-29,83.9
2021-01-30,83.9
2021-01-31,85.9
2021-02-01,85.9
2021-02-02,85.9
2021-02-03,84.9
2021-02-04,83.9
2021-02-05,83.9
2021-02-06,83.8
2021-02-07,83.4
2021-02-08,83.5
2021-02-09,83.6
2021-02-10,83.4
2021-02-11,85.0
2021-02-12,85.0
2021-02-13,85.0
2021-02-14,85.0
2021-02-15,85.0
2021-02-16,85.0
2021-02-17,85.0
2021-02-19,75.0
2021-02-21,75.0
2021-02-23,75.0
2021-02-24,75.0
2021-02-25,75.0
2021-02-26,75.0
2021-02-27,75.0
2021-02-28,75.0
2021-03-01,75.0
2021-03-02,75.0
2021-03-03,85.0
2021-03-04,85.0
2021-03-05,85.0
2021-03-06,85.0
2021-03-07,85.0
2021-03-08,85.0
2021-03-09,85.0
2021-03-10,85.0
2021-03-11,85.0
2021-03-12,85.0
2021-03-13,85.0
2021-03-14,85.0
2021-03-15,85.0
2021-03-16,85.0
2021-03-17,85.0
2021-03-18,85.0
2021-03-19,85.0
2021-03-20,85.0
2021-03-21,81.6
2021-03-22,84.0
2021-03-23,84.0
2021-03-24,81.6
2021-03-25,83.0
2021-03-26,81.6
2021-03-27,81.6
2021-03-28,81.6
2021-03-29,81.6
2021-03-30,81.6
2021-03-31,81.6
2021-04-01,81.6
2021-04-02,81.6
2021-04-03,81.6
2021-04-05,81.6
2021-04-06,81.6
2021-04-07,81.6
2021-04-08,81.6
2021-04-09,81.6
2021-04-10,85.0
2021-04-11,85.0
2021-04-12,85.0
2021-04-13,85.0
2021-04-14,85.0
2021-04-15,85.0
2021-04-16,85.0
2021-04-17,85.0
2021-04-18,85.0
2021-04-19,85.0
2021-04-20,85.0
2021-04-21,85.0
2021-04-22,85.0
2021-04-23,85.0
2021-04-24,85.0
2021-04-25,85.0
2021-04-26,85.0
2021-04-27,75.0
2021-04-28,75.0
2021-04-29,75.0
2021-04-30,75.0
2021-05-01,75.0
2021-05-02,75.0
2021-05-03,75.0
2021-05-04,85.0
2021-05-05,85.0
2021-05-06,85.0
2021-05-07,85.0
2021-05-08,85.0
2021-05-09,85.0
2021-05-10,85.0
2021-05-11,85.0
2021-05-12,85.0
2021-05-14,85.0
2021-05-15,85.0
